Order_ID,Order_Date,City,Region,Category,Sub_Category,Department,Customer_Type,Order_Priority,Quantity,Unit_Price,Discount_%,Gross_Sales,Revenue,Expenses,Profit,Profit_Margin_%,Expense_Ratio_%,Sales_Target,Target_Achievement_%,Return_Qty,Return_Rate_%
ORD-00158,8/11/2025,New York,Northeast,Office Supplies,Bags,Consumer,Returning,Standard,6,80,0.05,480,456,309.31,146.69,0.3217,0.6783,361.73,0.6264,0,0
ORD-00159,6/1/2024,Houston,South,Office Supplies,Chairs,Retail,Returning,Express,5,200,0,1000,1000,651.96,348.04,0.348,0.652,1210.67,1.4663,0,0
ORD-00160,7/26/2024,Phoenix,West,Furniture,Laptops,Corporate,New,Standard,8,80,0.05,640,608,404.63,203.37,0.3345,0.6655,660.31,0.7238,0,0
ORD-00161,12/22/2024,New York,Northeast,Appliances,Phones,Consumer,New,Standard,7,80,0.03,560,543.2,390.59,152.61,0.2809,0.7191,645.72,0.5658,0,0
ORD-00162,5/18/2024,Houston,South,Office Supplies,Kitchen,Corporate,Returning,Express,6,200,0,1200,1200,804.9,395.1,0.3293,0.6708,1461.49,1.7595,1,0.1667
ORD-00163,10/30/2024,Houston,South,Accessories,Bags,Corporate,Returning,Standard,5,40,0.08,200,184,140.53,43.47,0.2362,0.7638,189.6,0.2556,1,0.2
ORD-00164,12/16/2025,Chicago,Midwest,Appliances,Paper,Corporate,Returning,Express,5,40,0.08,200,184,150.88,33.12,0.18,0.82,196.18,0.1917,0,0
ORD-00165,5/3/2024,Chicago,Midwest,Accessories,Chairs,Retail,New,Express,3,150,0.08,450,414,193.95,220.05,0.5315,0.4685,508.38,0.6571,0,0
ORD-00166,7/4/2025,Chicago,Midwest,Office Supplies,Laptops,Retail,New,Standard,6,100,0.08,600,552,291.49,260.51,0.4719,0.5281,590.96,0.7582,0,0
ORD-00167,3/6/2025,Houston,South,Office Supplies,Bags,Retail,Returning,Standard,2,80,0.05,160,152,116.98,35.02,0.2304,0.7696,132.81,0.2338,0,0
ORD-00168,1/24/2025,Chicago,Midwest,Technology,Paper,Corporate,New,Standard,6,100,0.05,600,570,329.01,240.99,0.4228,0.5772,497.72,0.6333,1,0.1667
ORD-00169,3/16/2024,Chicago,Midwest,Appliances,Phones,Consumer,Returning,Standard,2,80,0.03,160,155.2,105.35,49.85,0.3212,0.6788,163.08,0.194,1,0.5
ORD-00170,10/19/2025,New York,Northeast,Accessories,Kitchen,Consumer,Returning,Standard,6,25,0.05,150,142.5,105.72,36.78,0.2581,0.7419,173.68,0.1979,0,0
ORD-00171,11/16/2025,Phoenix,West,Office Supplies,Bags,Corporate,Returning,Standard,7,200,0.1,1400,1260,826.77,433.23,0.3438,0.6562,2402.84,1.6154,0,0
ORD-00172,6/14/2025,New York,Northeast,Technology,Kitchen,Retail,Returning,Standard,4,60,0.03,240,232.8,119.97,112.83,0.4847,0.5153,284.95,0.2463,0,0
ORD-00173,12/30/2024,Chicago,Midwest,Appliances,Phones,Consumer,New,Standard,7,200,0.15,1400,1190,759.38,430.62,0.3619,0.6381,1248.13,1.2396,0,0
ORD-00174,7/4/2024,Los Angeles,West,Appliances,Paper,Retail,New,Standard,2,150,0.1,300,270,166.41,103.59,0.3837,0.6163,215.95,0.3013,0,0
ORD-00175,11/17/2025,Miami,South,Technology,Laptops,Enterprise,New,Standard,7,500,0.05,3500,3325,2049.49,1275.51,0.3836,0.6164,2598.65,3.0787,0,0
ORD-00176,9/29/2025,Los Angeles,West,Technology,Phones,Retail,Returning,Standard,4,80,0.05,320,304,165.39,138.61,0.456,0.544,199.61,0.3016,0,0
ORD-00177,10/25/2024,Phoenix,West,Technology,Paper,Enterprise,Returning,Standard,6,200,0.03,1200,1164,885.25,278.75,0.2395,0.7605,1251.59,1.0778,0,0
ORD-00178,8/4/2024,Los Angeles,West,Technology,Chairs,Retail,New,Standard,3,500,0,1500,1500,1050.2,449.8,0.2999,0.7001,1201.73,1.4881,0,0
ORD-00179,2/21/2025,New York,Northeast,Accessories,Chairs,Retail,Returning,Standard,5,750,0.05,3750,3562.5,1800.25,1762.25,0.4947,0.5053,3808.3,5.9375,0,0
ORD-00180,7/19/2025,New York,Northeast,Office Supplies,Chairs,Enterprise,Returning,Standard,6,150,0.03,900,873,555.31,317.69,0.3639,0.6361,1687.83,1.1992,0,0
ORD-00181,10/13/2025,Phoenix,West,Technology,Paper,Enterprise,Returning,Standard,6,100,0.05,600,570,377.35,192.65,0.338,0.662,608.39,0.5278,0,0
ORD-00182,2/2/2025,Chicago,Midwest,Office Supplies,Bags,Consumer,New,Express,4,200,0,800,800,466.58,333.42,0.4168,0.5832,1345.35,1.2308,0,0
ORD-00183,5/28/2025,Phoenix,West,Appliances,Bags,Retail,Returning,Standard,7,100,0.03,700,679,507.01,171.99,0.2533,0.7467,401.87,0.8083,1,0.1429
ORD-00184,2/7/2024,Houston,South,Technology,Kitchen,Corporate,New,Standard,2,200,0.08,400,368,243.7,124.3,0.3378,0.6622,447.75,0.4089,0,0
ORD-00185,6/5/2024,Miami,South,Technology,Kitchen,Consumer,Returning,Standard,4,100,0.05,400,380,241.85,138.15,0.3636,0.6364,447.21,0.4021,0,0
ORD-00186,2/19/2025,Miami,South,Furniture,Kitchen,Consumer,New,Express,3,300,0,900,900,595.76,304.24,0.338,0.662,419.12,1.2,0,0
ORD-00187,6/26/2024,Houston,South,Furniture,Paper,Consumer,New,Express,4,25,0.03,100,97,67.27,29.73,0.3065,0.6935,160.61,0.1231,0,0
ORD-00188,12/3/2025,Los Angeles,West,Appliances,Laptops,Retail,Returning,Express,7,150,0.05,1050,997.5,746.59,250.91,0.2515,0.7485,1065.4,1.0391,0,0
ORD-00189,5/4/2025,Los Angeles,West,Appliances,Paper,Enterprise,Returning,Standard,1,200,0.05,200,190,155.8,34.2,0.18,0.82,234.18,0.2262,1,1
ORD-00190,12/23/2024,New York,Northeast,Accessories,Paper,Retail,New,Standard,7,60,0.1,420,378,244.13,133.87,0.3542,0.6458,403.36,0.525,0,0
ORD-00191,1/20/2024,Miami,South,Appliances,Bags,Retail,New,Express,4,500,0.03,2000,1940,1461.2,478.8,0.2468,0.7532,2363.38,2.425,0,0
ORD-00192,8/26/2025,Los Angeles,West,Accessories,Paper,Retail,Returning,Express,6,60,0.08,360,331.2,264.14,67.06,0.2025,0.7975,152.3,0.4929,0,0
ORD-00193,10/26/2025,Miami,South,Appliances,Bags,Consumer,Returning,Standard,5,100,0,500,500,364.3,135.7,0.2714,0.7286,390.28,0.5208,0,0
ORD-00194,9/15/2025,New York,Northeast,Furniture,Chairs,Enterprise,New,Standard,6,60,0.05,360,342,173.66,168.34,0.4922,0.5078,415.33,0.4071,0,0
ORD-00195,12/29/2025,Chicago,Midwest,Accessories,Kitchen,Retail,Returning,Standard,6,80,0.08,480,441.6,314.74,126.86,0.2873,0.7127,343.47,0.6133,0,0
ORD-00196,9/25/2025,Los Angeles,West,Office Supplies,Phones,Corporate,Returning,Standard,7,300,0.1,2100,1890,1034.12,855.88,0.4528,0.5472,2251.59,2.5962,1,0.1429
ORD-00197,7/25/2025,Los Angeles,West,Accessories,Phones,Consumer,New,Standard,3,500,0.1,1500,1350,890.62,459.38,0.3403,0.6597,2250.48,2.0089,0,0
ORD-00198,4/24/2025,New York,Northeast,Appliances,Paper,Consumer,New,Standard,1,500,0.05,500,475,310.84,164.16,0.3456,0.6544,358.47,0.5655,0,0
ORD-00199,12/9/2024,New York,Northeast,Technology,Bags,Retail,New,Express,4,150,0,600,600,436.62,163.38,0.2723,0.7277,727.39,0.5556,0,0
ORD-00200,7/28/2025,Houston,South,Office Supplies,Phones,Consumer,New,Express,4,60,0.05,240,228,154.99,73.01,0.3202,0.6798,277.36,0.3132,0,0
ORD-00201,8/15/2025,Miami,South,Appliances,Chairs,Enterprise,Returning,Standard,7,150,0.08,1050,966,673.18,292.82,0.3031,0.6969,1137.03,1.0781,0,0
ORD-00202,3/3/2024,New York,Northeast,Office Supplies,Phones,Retail,New,Standard,4,150,0.1,600,540,287.33,252.67,0.4679,0.5321,588.57,0.8308,0,0
ORD-00203,12/31/2024,Los Angeles,West,Office Supplies,Phones,Retail,Returning,Express,7,60,0.03,420,407.4,292.64,114.76,0.2817,0.7183,304.05,0.5223,0,0
ORD-00204,7/24/2024,New York,Northeast,Appliances,Bags,Corporate,New,Standard,5,300,0.1,1500,1350,1031.57,318.43,0.2359,0.7641,1444.06,1.5067,0,0
ORD-00205,2/20/2025,Miami,South,Appliances,Bags,Corporate,Returning,Standard,5,200,0,1000,1000,627.38,372.62,0.3726,0.6274,1150.31,1.25,0,0
ORD-00206,7/9/2024,Chicago,Midwest,Accessories,Bags,Retail,Returning,Standard,4,100,0.1,400,360,223.36,136.64,0.3796,0.6204,237.71,0.5357,0,0
ORD-00207,8/5/2025,Phoenix,West,Technology,Phones,Consumer,New,Standard,4,150,0.03,600,582,300,282,0.4845,0.5155,607.22,0.5774,0,0
ORD-00208,1/2/2025,Houston,South,Technology,Chairs,Enterprise,New,Standard,2,25,0.1,50,45,27.57,17.43,0.3873,0.6127,30.12,0.05,0,0
ORD-00209,7/26/2024,Phoenix,West,Technology,Phones,Enterprise,Returning,Express,4,750,0.08,3000,2760,1493.13,1266.87,0.459,0.541,3281.18,2.7381,0,0
ORD-00210,10/7/2024,Los Angeles,West,Technology,Laptops,Corporate,Returning,Express,6,80,0.1,480,432,310.85,121.15,0.2804,0.7196,341.13,0.4,0,0
ORD-00211,2/15/2024,Los Angeles,West,Office Supplies,Phones,Corporate,Returning,Standard,3,40,0.03,120,116.4,62.76,53.64,0.4608,0.5392,178.04,0.1791,0,0
ORD-00212,6/20/2024,Chicago,Midwest,Technology,Chairs,Corporate,Returning,Standard,3,40,0.15,120,102,67.47,34.53,0.3385,0.6615,109.89,0.1079,0,0
ORD-00213,5/9/2024,Los Angeles,West,Office Supplies,Chairs,Consumer,New,Standard,4,200,0.08,800,736,443.92,292.08,0.3968,0.6032,788.61,1.0792,1,0.25
ORD-00214,11/14/2025,New York,Northeast,Office Supplies,Kitchen,Consumer,New,Standard,6,40,0.05,240,228,144.09,83.91,0.368,0.632,441.54,0.2923,0,0
ORD-00215,6/1/2025,Chicago,Midwest,Office Supplies,Chairs,Corporate,New,Standard,5,200,0.1,1000,900,500.04,399.96,0.4444,0.5556,715.13,1.3196,0,0
ORD-00216,9/6/2024,Los Angeles,West,Accessories,Paper,Enterprise,New,Standard,6,500,0.03,3000,2910,1503.28,1406.72,0.4834,0.5166,4456.99,4.3304,0,0
ORD-00217,11/27/2025,Los Angeles,West,Accessories,Chairs,Retail,New,Standard,6,500,0.05,3000,2850,1620.28,1229.72,0.4315,0.5685,3047.38,3.9583,0,0
ORD-00218,10/7/2025,Chicago,Midwest,Accessories,Phones,Enterprise,Returning,Standard,6,80,0.03,480,465.6,275.79,189.81,0.4077,0.5923,343.55,0.6467,0,0
ORD-00219,3/3/2024,Los Angeles,West,Technology,Chairs,Enterprise,Returning,Standard,2,200,0.05,400,380,237.09,142.91,0.3761,0.6239,332.99,0.4222,0,0
ORD-00220,11/9/2024,Chicago,Midwest,Technology,Bags,Retail,New,Standard,4,150,0,600,600,371.7,228.3,0.3805,0.6195,632,0.5556,0,0
ORD-00221,12/4/2025,New York,Northeast,Appliances,Chairs,Enterprise,New,Standard,6,200,0.15,1200,1020,836.4,183.6,0.18,0.82,469.88,1.0625,0,0
ORD-00222,5/25/2025,New York,Northeast,Technology,Chairs,Retail,New,Express,7,40,0.1,280,252,196.63,55.37,0.2197,0.7803,302.92,0.2667,0,0
ORD-00223,1/18/2025,Los Angeles,West,Accessories,Paper,Retail,New,Standard,3,80,0.15,240,204,133.7,70.3,0.3446,0.6554,216.27,0.34,0,0
ORD-00224,4/18/2025,Houston,South,Office Supplies,Laptops,Corporate,New,Express,4,300,0.1,1200,1080,537.81,542.19,0.502,0.498,1819.57,1.5836,0,0
ORD-00225,7/13/2025,Los Angeles,West,Furniture,Laptops,Consumer,Returning,Standard,3,80,0,240,240,146.08,93.92,0.3913,0.6087,251.96,0.2857,0,0
ORD-00226,1/8/2025,Phoenix,West,Furniture,Chairs,Retail,Returning,Standard,2,100,0,200,200,156.33,43.67,0.2184,0.7817,213.69,0.2667,0,0
ORD-00227,10/21/2024,Los Angeles,West,Furniture,Chairs,Enterprise,New,Standard,2,150,0.05,300,285,231.35,53.65,0.1882,0.8118,337.82,0.3167,0,0
ORD-00228,2/8/2025,New York,Northeast,Accessories,Kitchen,Retail,Returning,Express,1,300,0.1,300,270,140.28,129.72,0.4804,0.5196,285.32,0.45,0,0
ORD-00229,4/8/2025,Los Angeles,West,Office Supplies,Kitchen,Consumer,Returning,Express,2,150,0.15,300,255,136.6,118.4,0.4643,0.5357,307.86,0.3739,0,0
ORD-00230,3/22/2024,Chicago,Midwest,Appliances,Kitchen,Corporate,Returning,Standard,6,80,0.05,480,456,257.28,198.72,0.4358,0.5642,748.94,0.57,1,0.1667
ORD-00231,2/14/2024,New York,Northeast,Technology,Kitchen,Retail,New,Standard,3,500,0.15,1500,1275,804.96,470.04,0.3687,0.6313,991.3,1.4167,0,0
ORD-00232,7/10/2024,New York,Northeast,Technology,Kitchen,Enterprise,Returning,Standard,2,40,0.15,80,68,39.18,28.82,0.4238,0.5762,91.09,0.0675,0,0
ORD-00233,3/30/2025,Miami,South,Accessories,Laptops,Corporate,New,Express,2,150,0.08,300,276,159.12,116.88,0.4235,0.5765,129.7,0.46,1,0.5
ORD-00234,3/30/2024,Houston,South,Technology,Laptops,Enterprise,Returning,Standard,4,25,0,100,100,63.51,36.49,0.3649,0.6351,105.96,0.1111,1,0.25
ORD-00235,5/19/2025,Phoenix,West,Technology,Phones,Retail,Returning,Standard,9,500,0,4500,4500,2776.07,1723.93,0.3831,0.6169,4911.06,4.7619,0,0
ORD-00236,5/2/2025,Los Angeles,West,Furniture,Kitchen,Consumer,New,Standard,6,40,0.15,240,204,147.09,56.91,0.279,0.721,247.63,0.2589,0,0
ORD-00237,2/21/2024,Phoenix,West,Accessories,Paper,Retail,New,Express,3,300,0.05,900,855,467.76,387.24,0.4529,0.5471,1047.17,1.425,0,0
ORD-00238,3/18/2025,Miami,South,Technology,Phones,Enterprise,Returning,Standard,6,500,0.1,3000,2700,1545.58,1154.42,0.4276,0.5724,2828.81,3,0,0
ORD-00239,1/29/2025,Miami,South,Accessories,Kitchen,Consumer,Returning,Standard,4,150,0.1,600,540,376.96,163.04,0.3019,0.6981,652.44,0.9,1,0.25
ORD-00240,6/23/2025,Chicago,Midwest,Office Supplies,Bags,Retail,Returning,Standard,6,150,0.03,900,873,583.07,289.93,0.3321,0.6679,399.84,1.2801,0,0
ORD-00241,3/7/2025,Miami,South,Office Supplies,Bags,Consumer,New,Standard,5,200,0.1,1000,900,503.5,396.5,0.4406,0.5594,1510.65,1.3846,0,0
ORD-00242,10/3/2025,Houston,South,Office Supplies,Chairs,Retail,Returning,Standard,1,300,0.08,300,276,183.02,92.98,0.3369,0.6631,299.27,0.3538,0,0
ORD-00243,10/8/2025,Phoenix,West,Technology,Paper,Enterprise,New,Standard,5,80,0.1,400,360,255.92,104.08,0.2891,0.7109,370.98,0.3333,0,0
ORD-00244,2/3/2024,Los Angeles,West,Furniture,Paper,Retail,New,Standard,5,150,0.03,750,727.5,494.98,232.52,0.3196,0.6804,1107.34,0.97,0,0
ORD-00245,7/26/2025,Houston,South,Technology,Chairs,Consumer,Returning,Express,9,40,0,360,360,228.53,131.47,0.3652,0.6348,600.25,0.3571,0,0
ORD-00246,3/3/2024,Los Angeles,West,Furniture,Bags,Enterprise,Returning,Standard,4,40,0.08,160,147.2,106.58,40.62,0.276,0.724,154.6,0.1963,0,0
ORD-00247,11/11/2025,Chicago,Midwest,Appliances,Bags,Retail,Returning,Standard,4,750,0.05,3000,2850,1788.33,1061.67,0.3725,0.6275,3504.8,2.9688,0,0
ORD-00248,1/13/2024,Los Angeles,West,Technology,Chairs,Retail,Returning,Express,3,40,0,120,120,81.81,38.19,0.3182,0.6818,146.43,0.1333,0,0
ORD-00249,2/6/2025,Houston,South,Technology,Phones,Retail,Returning,Standard,3,300,0,900,900,595.77,304.23,0.338,0.662,2082.43,1,0,0
ORD-00250,1/21/2024,Houston,South,Technology,Kitchen,Corporate,Returning,Standard,3,750,0.03,2250,2182.5,1536.7,645.8,0.2959,0.7041,1884.06,2.425,0,0
ORD-00251,9/2/2024,New York,Northeast,Furniture,Phones,Retail,Returning,Standard,5,300,0.05,1500,1425,904.33,520.67,0.3654,0.6346,1547.76,1.6964,0,0
ORD-00252,2/22/2025,Phoenix,West,Office Supplies,Paper,Enterprise,New,Express,1,150,0,150,150,89.35,60.65,0.4043,0.5957,352.23,0.2308,0,0
ORD-00253,8/8/2025,Los Angeles,West,Technology,Chairs,Retail,New,Standard,3,60,0.08,180,165.6,124.59,41.01,0.2476,0.7524,130.56,0.1643,0,0
ORD-00254,10/24/2025,New York,Northeast,Technology,Phones,Enterprise,Returning,Standard,3,60,0.15,180,153,97.78,55.22,0.3609,0.6391,70.37,0.1417,1,0.3333
ORD-00255,3/20/2024,New York,Northeast,Accessories,Kitchen,Consumer,New,Standard,1,80,0.03,80,77.6,42.6,35,0.451,0.549,90.65,0.1293,0,0
ORD-00256,9/10/2025,Los Angeles,West,Office Supplies,Chairs,Retail,Returning,Standard,4,300,0.05,1200,1140,536.06,603.94,0.5298,0.4702,1381.42,1.5659,0,0
ORD-00257,2/11/2024,Los Angeles,West,Technology,Paper,Corporate,New,Express,5,40,0.05,200,190,108.83,81.17,0.4272,0.5728,318.79,0.2111,0,0
ORD-00258,8/22/2025,New York,Northeast,Furniture,Laptops,Enterprise,New,Standard,7,150,0.05,1050,997.5,607.61,389.89,0.3909,0.6091,583.06,1.1875,0,0
ORD-00259,1/28/2024,Los Angeles,West,Appliances,Paper,Consumer,Returning,Standard,7,60,0,420,420,277.2,142.8,0.34,0.66,488.13,0.525,0,0
ORD-00260,3/9/2024,Miami,South,Technology,Bags,Retail,Returning,Express,2,500,0.05,1000,950,518.39,431.61,0.4543,0.5457,1026.38,1.0556,0,0
ORD-00261,2/15/2024,Houston,South,Furniture,Phones,Corporate,New,Standard,1,40,0,40,40,27.5,12.5,0.3125,0.6875,48.52,0.0533,0,0
ORD-00262,1/30/2024,Houston,South,Technology,Bags,Corporate,Returning,Standard,2,100,0.05,200,190,126.16,63.84,0.336,0.664,151.46,0.2111,0,0
ORD-00263,8/9/2024,New York,Northeast,Appliances,Bags,Retail,Returning,Standard,2,25,0.03,50,48.5,39.77,8.73,0.18,0.82,50.88,0.0541,1,0.5
ORD-00264,2/25/2024,New York,Northeast,Furniture,Laptops,Retail,New,Express,2,25,0,50,50,36.33,13.67,0.2734,0.7266,60.64,0.0667,0,0
ORD-00265,10/25/2025,New York,Northeast,Technology,Bags,Corporate,Returning,Standard,6,100,0,600,600,421.18,178.82,0.298,0.702,641.96,0.5556,0,0
ORD-00266,2/16/2025,Chicago,Midwest,Accessories,Bags,Consumer,New,Standard,4,100,0.1,400,360,186.59,173.41,0.4817,0.5183,210.81,0.6,0,0
ORD-00267,5/30/2024,Phoenix,West,Appliances,Paper,Retail,New,Express,5,200,0.08,1000,920,597.2,322.8,0.3509,0.6491,423.61,1.0952,0,0
ORD-00268,1/26/2024,Phoenix,West,Technology,Bags,Corporate,New,Standard,1,750,0.08,750,690,488.43,201.57,0.2921,0.7079,590.77,0.7667,0,0
ORD-00269,2/26/2025,Phoenix,West,Technology,Chairs,Enterprise,New,Standard,3,300,0.05,900,855,483.62,371.38,0.4344,0.5656,995.16,0.95,0,0
ORD-00270,10/13/2024,Phoenix,West,Technology,Paper,Enterprise,New,Standard,4,100,0.05,400,380,286.48,93.52,0.2461,0.7539,458.24,0.3519,0,0
ORD-00271,7/3/2025,Chicago,Midwest,Accessories,Paper,Consumer,New,Standard,5,500,0.03,2500,2425,1638.93,786.07,0.3242,0.6758,4591.63,3.6086,0,0
ORD-00272,8/6/2024,New York,Northeast,Technology,Bags,Retail,Returning,Standard,5,300,0.05,1500,1425,877.25,547.75,0.3844,0.6156,3277.36,1.4137,0,0
ORD-00273,10/12/2025,New York,Northeast,Technology,Laptops,Enterprise,Returning,Express,4,500,0.05,2000,1900,1261.68,638.32,0.336,0.664,868.74,1.7593,1,0.25
ORD-00274,3/26/2025,Los Angeles,West,Accessories,Chairs,Corporate,Returning,Standard,3,60,0.15,180,153,92.98,60.02,0.3923,0.6077,254.99,0.255,0,0
ORD-00275,10/23/2025,Los Angeles,West,Furniture,Laptops,Retail,Returning,Standard,6,100,0.08,600,552,446.89,105.11,0.1904,0.8096,680.4,0.6133,0,0
ORD-00276,2/14/2025,Los Angeles,West,Office Supplies,Chairs,Retail,Returning,Standard,5,500,0.15,2500,2125,1205.32,919.68,0.4328,0.5672,1580.8,3.2692,0,0
ORD-00277,5/15/2024,New York,Northeast,Technology,Paper,Corporate,Returning,Express,3,80,0.03,240,232.8,158.34,74.46,0.3198,0.6802,270.27,0.2463,0,0
ORD-00278,6/28/2024,Houston,South,Appliances,Bags,Consumer,New,Express,3,60,0.1,180,162,93.41,68.59,0.4234,0.5766,194.9,0.1929,0,0
ORD-00279,10/17/2025,Miami,South,Office Supplies,Chairs,Corporate,New,Standard,3,60,0.1,180,162,101.27,60.73,0.3749,0.6251,200.84,0.2077,0,0
ORD-00280,8/13/2025,Houston,South,Accessories,Phones,Corporate,New,Standard,7,80,0.05,560,532,287.99,244.01,0.4587,0.5413,422.54,0.7917,0,0
ORD-00281,12/27/2025,Los Angeles,West,Accessories,Phones,Retail,Returning,Express,5,500,0.05,2500,2375,1726.79,648.21,0.2729,0.7271,2758.3,3.2986,0,0
ORD-00282,11/26/2025,Chicago,Midwest,Office Supplies,Kitchen,Enterprise,New,Standard,6,150,0.05,900,855,549.12,305.88,0.3578,0.6422,915.61,1.0962,0,0
ORD-00283,5/21/2025,Miami,South,Technology,Chairs,Corporate,Returning,Standard,6,100,0.03,600,582,390.84,191.16,0.3285,0.6715,609.15,0.6159,1,0.1667
ORD-00284,10/4/2025,Chicago,Midwest,Accessories,Bags,Consumer,Returning,Standard,5,200,0,1000,1000,737.42,262.58,0.2626,0.7374,587.08,1.3889,1,0.2
ORD-00285,4/17/2024,Phoenix,West,Office Supplies,Chairs,Consumer,New,Express,7,60,0,420,420,227.86,192.14,0.4575,0.5425,453.45,0.6158,0,0
ORD-00286,3/5/2025,Los Angeles,West,Appliances,Chairs,Consumer,Returning,Standard,1,80,0.1,80,72,46.59,25.41,0.3529,0.6471,75.88,0.09,1,1
ORD-00287,8/2/2025,Chicago,Midwest,Office Supplies,Laptops,Corporate,Returning,Standard,4,80,0.05,320,304,242.84,61.16,0.2012,0.7988,402.68,0.4176,0,0
ORD-00288,12/4/2025,New York,Northeast,Technology,Bags,Corporate,Returning,Standard,4,80,0.08,320,294.4,217.53,76.87,0.2611,0.7389,359.56,0.2726,0,0
ORD-00289,2/2/2024,Houston,South,Furniture,Laptops,Corporate,New,Standard,5,40,0.15,200,170,108.13,61.87,0.3639,0.6361,183.94,0.2267,0,0
ORD-00290,3/6/2025,Miami,South,Accessories,Bags,Retail,Returning,Standard,2,500,0.08,1000,920,593.94,326.06,0.3544,0.6456,1382.33,1.5333,0,0
ORD-00291,4/24/2025,New York,Northeast,Appliances,Kitchen,Corporate,Returning,Standard,4,80,0.1,320,288,144.19,143.81,0.4993,0.5007,134.81,0.3429,0,0
ORD-00292,4/9/2024,Chicago,Midwest,Office Supplies,Laptops,Enterprise,New,Standard,1,60,0.05,60,57,37.05,19.95,0.35,0.65,68.8,0.0836,0,0
ORD-00293,10/22/2024,Houston,South,Furniture,Phones,Enterprise,New,Standard,2,60,0.03,120,116.4,74.27,42.13,0.3619,0.6381,144.23,0.1293,0,0
ORD-00294,4/13/2024,Houston,South,Furniture,Paper,Corporate,New,Standard,5,300,0,1500,1500,882.03,617.97,0.412,0.588,1105.97,1.9036,0,0
ORD-00295,7/23/2024,Los Angeles,West,Office Supplies,Phones,Enterprise,New,Standard,1,200,0.1,200,180,126.36,53.64,0.298,0.702,142.93,0.2473,0,0
ORD-00296,9/15/2024,Houston,South,Technology,Laptops,Consumer,New,Standard,3,100,0.03,300,291,182.58,108.42,0.3726,0.6274,196.06,0.2887,0,0
ORD-00297,6/4/2025,Houston,South,Technology,Kitchen,Consumer,New,Standard,2,60,0,120,120,80.16,39.84,0.332,0.668,72,0.127,0,0
ORD-00298,11/27/2025,Los Angeles,West,Technology,Chairs,Enterprise,Returning,Express,2,150,0.08,300,276,161.73,114.27,0.414,0.586,325.1,0.2556,0,0
ORD-00299,9/17/2025,Chicago,Midwest,Accessories,Chairs,Corporate,Returning,Express,7,200,0,1400,1400,769.05,630.95,0.4507,0.5493,1727.21,2.0833,0,0
ORD-00300,10/17/2024,Chicago,Midwest,Appliances,Phones,Corporate,Returning,Standard,5,80,0.05,400,380,298.09,81.91,0.2156,0.7844,402.61,0.3958,1,0.2
ORD-00301,6/12/2025,Chicago,Midwest,Appliances,Kitchen,Corporate,Returning,Standard,4,150,0.1,600,540,350.26,189.74,0.3514,0.6486,666.2,0.6429,0,0
ORD-00302,8/1/2024,New York,Northeast,Accessories,Kitchen,Retail,Returning,Express,4,40,0.03,160,155.2,89.01,66.19,0.4265,0.5735,114.55,0.231,0,0
ORD-00303,3/18/2024,Los Angeles,West,Technology,Paper,Retail,Returning,Standard,4,80,0.05,320,304,180.86,123.14,0.4051,0.5949,372.34,0.3378,0,0
ORD-00304,10/15/2024,Chicago,Midwest,Office Supplies,Bags,Consumer,New,Standard,7,100,0,700,700,504.33,195.67,0.2795,0.7205,414.25,0.8974,0,0
ORD-00305,4/19/2025,Miami,South,Office Supplies,Phones,Consumer,Returning,Standard,6,750,0.08,4500,4140,2473.27,1666.73,0.4026,0.5974,2475.19,6.0704,0,0
ORD-00306,1/31/2024,New York,Northeast,Furniture,Kitchen,Enterprise,New,Standard,5,500,0.05,2500,2375,1708.65,666.35,0.2806,0.7194,1099.44,3.1667,0,0
ORD-00307,6/10/2024,New York,Northeast,Accessories,Bags,Retail,Returning,Express,3,200,0.08,600,552,315.58,236.42,0.4283,0.5717,674.4,0.8762,0,0
ORD-00308,4/10/2024,Chicago,Midwest,Furniture,Chairs,Corporate,New,Standard,5,25,0.15,125,106.25,71.36,34.89,0.3284,0.6716,204.75,0.1348,0,0
ORD-00309,1/6/2025,Miami,South,Accessories,Chairs,Retail,Returning,Standard,1,150,0.1,150,135,71.15,63.85,0.473,0.527,164.01,0.225,0,0
ORD-00310,4/27/2025,Chicago,Midwest,Office Supplies,Laptops,Consumer,Returning,Standard,5,60,0.05,300,285,155.4,129.6,0.4547,0.5453,329.1,0.4179,0,0
ORD-00311,12/25/2024,Chicago,Midwest,Technology,Laptops,Enterprise,New,Express,5,750,0,3750,3750,2869.02,880.98,0.2349,0.7651,2945.44,3.4722,1,0.2
ORD-00312,7/20/2024,Houston,South,Technology,Chairs,Enterprise,Returning,Standard,4,750,0,3000,3000,2363.12,636.88,0.2123,0.7877,3599.68,2.9762,0,0
ORD-00313,9/12/2025,Chicago,Midwest,Technology,Bags,Enterprise,Returning,Express,5,80,0.15,400,340,192.29,147.71,0.4344,0.5656,397.14,0.3373,0,0
ORD-00314,1/25/2025,Phoenix,West,Technology,Phones,Enterprise,Returning,Standard,4,500,0,2000,2000,1328.57,671.43,0.3357,0.6643,1723.49,2.2222,0,0
ORD-00315,6/18/2024,Miami,South,Technology,Chairs,Retail,Returning,Standard,1,750,0.08,750,690,450.11,239.89,0.3477,0.6523,842.52,0.7302,0,0
